state,org_id,cat_id,records_breached,records_breached_detail,name,total_records,category,entity_type,location,dt,breach_source,breach_type,type,cat_name,company_name,source_type,region,breach_id
Arkansas,200001980,28,NA,NA,Baxter Regional Medical Center - Home Health Facility,"2,124",Discharge Data,MED,,10/5/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Baxter Regional Medical Center - Home Health Facility,Breaches,Southeast,181
Arkansas,200002003,28,NA,NA,"Wal-Mart Stores, Inc",771,Discharge Data,MED,,11/4/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Wal-Mart Stores, Inc",Breaches,Southeast,182
Arkansas,200002603,23,NA,NA,Arkansas Department of Medicaid,"26,000",Public Health,GOV,Searcy,9/16/2017,Media,INSD,Breaches,Public Health,Arkansas Department of Medicaid,Breaches,Southeast,183
Arkansas,200002663,18,NA,NA,Arkansas Oral Facial Surgery,"128,000","Physician, Hospital",MED,Fayetteville,10/2/2017,Media,HACK,Breaches,"Physician, Hospital",Arkansas Oral Facial Surgery,Breaches,Southeast,184
Arkansas,200002960,28,NA,NA,"Walmart, Inc.",735,Discharge Data,MED,,2/22/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Walmart, Inc.",Breaches,Southeast,185
Arkansas,200002976,28,NA,NA,Walmart Inc.,741,Discharge Data,MED,,3/26/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Walmart Inc.,Breaches,Southeast,186
Beijing,200000818,17,NA,NA,Elex (mobile game Clash of Kings),"1,600,000",Payer (Insurer),BSO,,7/22/2016,Media,HACK,Breaches,Payer (Insurer),Elex (mobile game Clash of Kings),Breaches,NA,187
Berlin,200001049,18,NA,NA,E-Sports Entertainment Association (ESEA),"1,503,710","Physician, Hospital",BSO,Cologne,1/8/2017,Media,HACK,Breaches,"Physician, Hospital",E-Sports Entertainment Association (ESEA),Breaches,NA,188
British Columbia,200000382,17,NA,NA,PNI Digital Media,0,Payer (Insurer),BSO,Vancouver,7/20/2015,Media,HACK,Breaches,Payer (Insurer),PNI Digital Media,Breaches,NA,189
British Columbia,200002565,17,NA,NA,Native Canada Footwear,0,Payer (Insurer),BSO,,8/16/2017,California Attorney General,HACK,Breaches,Payer (Insurer),Native Canada Footwear,Breaches,NA,190
British Columbia,200002759,17,NA,NA,TIO Networks,"1,600,000",Payer (Insurer),BSO,Vancouver,12/4/2017,Media,HACK,Breaches,Payer (Insurer),TIO Networks,Breaches,NA,191
Buckinghamshire,200001035,17,NA,NA,InterContinental Hotels Group (IHG),0,Payer (Insurer),BSO,Denham,12/28/2016,Krebs On Security,HACK,Breaches,Payer (Insurer),InterContinental Hotels Group (IHG),Breaches,NA,192
Buckinghamshire,200001086,15,NA,NA,InterContinental Hotels Group (IHG),0,Employer,BSO,,2/3/2017,California Attorney General,HACK,Breaches,Employer,InterContinental Hotels Group (IHG),Breaches,NA,193
California,200000011,17,NA,NA,Snapchat,0,Payer (Insurer),BSO,Venice,1/1/2014,Media,HACK,Breaches,Payer (Insurer),Snapchat,Breaches,West,348
California,200000031,17,NA,NA,"Castle Creek Properties, Inc./Rosenthal Wine Shop",0,Payer (Insurer),BSR,Malibu,3/21/2014,California Attorney General,HACK,Breaches,Payer (Insurer),"Castle Creek Properties, Inc./Rosenthal Wine Shop",Breaches,West,349
California,200000032,17,NA,NA,California DMV,0,Payer (Insurer),GOV,Sacramento,3/22/2014,Krebs On Security,HACK,Breaches,Payer (Insurer),California DMV,Breaches,West,350
California,200000036,18,NA,NA,Kaiser Permanente Northern California Division of Research,"5,100","Physician, Hospital",MED,Oakland,4/2/2014,California Attorney General,HACK,Breaches,"Physician, Hospital",Kaiser Permanente Northern California Division of Research,Breaches,West,351
California,200000040,15,NA,NA,California Correctional Institution,0,Employer,GOV,Tehachapi,4/2/2014,California Attorney General,PHYS,Breaches,Employer,California Correctional Institution,Breaches,West,352
California,200000042,17,NA,NA,StumbleUpon,0,Payer (Insurer),BSO,San Francisco,4/8/2014,California Attorney General,HACK,Breaches,Payer (Insurer),StumbleUpon,Breaches,West,353
California,200000049,17,NA,NA,Boomerang Tags.com,0,Payer (Insurer),BSR,Pismo Beach,4/30/2014,California Attorney General,HACK,Breaches,Payer (Insurer),Boomerang Tags.com,Breaches,West,354
California,200000051,17,NA,NA,ground (ctrl),0,Payer (Insurer),BSO,Sacramento,5/5/2014,California Attorney General,HACK,Breaches,Payer (Insurer),ground (ctrl),Breaches,West,355
California,200000052,51,NA,NA,California Department of Child Support Services,0,Social Services,GOV,Rancho Cordova,5/6/2014,California Attorney General,PHYS,Breaches,Social Services,California Department of Child Support Services,Breaches,West,356
California,200000056,17,NA,NA,University California Irvine,0,Payer (Insurer),EDU,Irvine,5/14/2014,California Attorney General,HACK,Breaches,Payer (Insurer),University California Irvine,Breaches,West,357
California,200000058,17,NA,NA,Molina Healthcare,"5,000",Payer (Insurer),MED,Long Beach,5/6/2014,Media,PHYS,Breaches,Payer (Insurer),Molina Healthcare,Breaches,West,358
California,200000062,15,NA,NA,Ebay,"145,000,000",Employer,BSO,San Jose,5/21/2014,Media,HACK,Breaches,Employer,Ebay,Breaches,West,359
California,200000073,23,NA,NA,"Department of Resources, Recycling and Recovery",0,Public Health,GOV,Sacramento,2/20/2014,California Attorney General,DISC,Breaches,Public Health,"Department of Resources, Recycling and Recovery",Breaches,West,360
California,200000077,17,NA,NA,L.A Care Health Plan,0,Payer (Insurer),MED,Los Angeles,2/27/2014,California Attorney General,DISC,Breaches,Payer (Insurer),L.A Care Health Plan,Breaches,West,361
California,200000078,35,NA,NA,City of Hope,0,Other Government,MED,Duarte,3/11/2014,California Attorney General,STAT,Breaches,Other Government,City of Hope,Breaches,West,362
California,200000079,18,NA,NA,UCSF Family Medicine Center at Lakeshore,"9,986","Physician, Hospital",MED,San Francisco,3/12/2014,California Attorney General,STAT,Breaches,"Physician, Hospital",UCSF Family Medicine Center at Lakeshore,Breaches,West,363
California,200000080,17,NA,NA,Silversage Advisors,0,Payer (Insurer),BSF,Irvine,3/13/2014,California Attorney General,PORT,Breaches,Payer (Insurer),Silversage Advisors,Breaches,West,364
California,200000081,23,NA,NA,San Francisco Department of Public Health/Sutherland Healthcare Solutions,0,Public Health,MED,San Francisco,3/21/2014,California Attorney General,STAT,Breaches,Public Health,San Francisco Department of Public Health/Sutherland Healthcare Solutions,Breaches,West,365
California,200000084,18,NA,NA,Palomar Health,"5,000","Physician, Hospital",MED,Escondido,3/28/2014,Media,PORT,Breaches,"Physician, Hospital",Palomar Health,Breaches,West,366
California,200000088,18,NA,NA,Sharper Future,0,"Physician, Hospital",MED,Los Angeles,5/28/2014,California Attorney General,STAT,Breaches,"Physician, Hospital",Sharper Future,Breaches,West,367
California,200000089,17,NA,NA,Craftsman Book Company,0,Payer (Insurer),BSO,Carlsbad,6/3/2014,California Attorney General,HACK,Breaches,Payer (Insurer),Craftsman Book Company,Breaches,West,368
California,200000097,15,NA,NA,Green's Accounting,0,Employer,BSF,Greenfield,5/7/2014,,STAT,Breaches,Employer,Green's Accounting,Breaches,West,369
California,200000107,18,NA,NA,Rady's Childrens Hospital,"14,100","Physician, Hospital",MED,San Diego,6/19/2014,Media,DISC,Breaches,"Physician, Hospital",Rady's Childrens Hospital,Breaches,West,370
California,200000108,15,NA,NA,College of the Desert,"1,900",Employer,EDU,Palm Desert,6/9/2014,California Attorney General,INSD,Breaches,Employer,College of the Desert,Breaches,West,371
California,200000109,29,NA,NA,Riverside Community College,"35,212",Researcher,EDU,Riverside,6/16/2014,,DISC,Breaches,Researcher,Riverside Community College,Breaches,West,372
California,200000112,17,NA,NA,Stanford Federal Credit Union,"18,000",Payer (Insurer),BSF,Palo Alto,6/11/2014,California Attorney General,DISC,Breaches,Payer (Insurer),Stanford Federal Credit Union,Breaches,West,373
California,200000117,18,NA,NA,Riverside County Regional Medical Center,0,"Physician, Hospital",MED,Moreno Valley,6/24/2014,California Attorney General,PORT,Breaches,"Physician, Hospital",Riverside County Regional Medical Center,Breaches,West,374
California,200000135,17,NA,NA,Blue Shield of California/Department of Managed Healthcare,"18,000",Payer (Insurer),BSF,San Francisco,7/3/2014,California Attorney General,DISC,Breaches,Payer (Insurer),Blue Shield of California/Department of Managed Healthcare,Breaches,West,375
California,200000144,15,NA,NA,Aecom,0,Employer,BSO,Los Angles,7/8/2014,California Attorney General,HACK,Breaches,Employer,Aecom,Breaches,West,376
California,200000146,18,NA,NA,Bay Area Pain Medical Associates,"2,780","Physician, Hospital",MED,Sausalito,7/16/2014,California Attorney General,STAT,Breaches,"Physician, Hospital",Bay Area Pain Medical Associates,Breaches,West,377
California,200000149,18,NA,NA,Apple Valley Christian Care Center,500,"Physician, Hospital",MED,Apple Valley,7/16/2014,PHIPrivacy.net,DISC,Breaches,"Physician, Hospital",Apple Valley Christian Care Center,Breaches,West,378
California,200000150,35,NA,NA,City of Encinitas/San Dieguito Water District,0,Other Government,GOV,Encinitas,7/15/2014,California Attorney General,DISC,Breaches,Other Government,City of Encinitas/San Dieguito Water District,Breaches,West,379
California,200000159,17,NA,NA,Marian Regional Medical Center,0,Payer (Insurer),MED,Santa Maria,3/20/2014,California Attorney General,DISC,Breaches,Payer (Insurer),Marian Regional Medical Center,Breaches,West,380
California,200000160,23,NA,NA,Los Angeles County Department of Health/Sutherland Healthcare Solutions,"168,000",Public Health,MED,Los Angeles,3/6/2014,California Attorney General,STAT,Breaches,Public Health,Los Angeles County Department of Health/Sutherland Healthcare Solutions,Breaches,West,381
California,200000168,6,NA,NA,Mount Olympus Mortgage Company,0,Life Insurance Company,BSF,Irvine,6/20/2014,California Attorney General,INSD,Breaches,Life Insurance Company,Mount Olympus Mortgage Company,Breaches,West,382
California,200000172,17,NA,NA,Freshology,0,Payer (Insurer),BSR,Burbank,7/17/2014,New Hampshire Attorney General,HACK,Breaches,Payer (Insurer),Freshology,Breaches,West,383
California,200000174,29,NA,NA,University California Santa Barbara,0,Researcher,EDU,Santa Barbara,8/7/2014,California Attorney General,HACK,Breaches,Researcher,University California Santa Barbara,Breaches,West,384
California,200000176,6,NA,NA,Anderson & Murison,0,Life Insurance Company,BSF,Los Angeles,8/7/2014,California Attorney General,DISC,Breaches,Life Insurance Company,Anderson & Murison,Breaches,West,385
California,200000177,18,NA,NA,San Mateo Medical Center,0,"Physician, Hospital",MED,San Mateo,8/7/2014,California Attorney General,INSD,Breaches,"Physician, Hospital",San Mateo Medical Center,Breaches,West,386
California,200000183,18,NA,NA,ManagedMed Inc (A Psychological Corporation),0,"Physician, Hospital",MED,Los Angeles,8/22/2014,California Attorney General,DISC,Breaches,"Physician, Hospital",ManagedMed Inc (A Psychological Corporation),Breaches,West,387
California,200000185,15,NA,NA,Milpitas Knights PAL Youth Football,80,Employer,BSO,Milpitas,8/26/2014,Media,PHYS,Breaches,Employer,Milpitas Knights PAL Youth Football,Breaches,West,388
California,200000186,18,NA,NA,The Hand Care Center/Shoulder and Elbow Institute,"10,000","Physician, Hospital",MED,Orange.,8/26/2014,PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital",The Hand Care Center/Shoulder and Elbow Institute,Breaches,West,389
California,200000187,18,NA,NA,Long Beach Internal Medical Group,0,"Physician, Hospital",MED,Long Beach,8/26/2014,PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital",Long Beach Internal Medical Group,Breaches,West,390
California,200000188,18,NA,NA,Orthopaedic Specialty Institute Medical Group,"49,000","Physician, Hospital",MED,Orange,8/12/2014,Media,PHYS,Breaches,"Physician, Hospital",Orthopaedic Specialty Institute Medical Group,Breaches,West,391
California,200000192,15,NA,NA,"Imhoff & Associates, PC",0,Employer,BSO,Los Angeles,8/26/2014,California Attorney General,PORT,Breaches,Employer,"Imhoff & Associates, PC",Breaches,West,392
California,200000196,18,NA,NA,AltaMed Health Services,"2,995","Physician, Hospital",MED,Los Angeles,8/29/2014,California Attorney General,INSD,Breaches,"Physician, Hospital",AltaMed Health Services,Breaches,West,393
California,200000200,17,NA,NA,Bartell Hotels,"55,000",Payer (Insurer),BSO,San Diego,9/10/2014,Media,HACK,Breaches,Payer (Insurer),Bartell Hotels,Breaches,West,394
California,200000202,23,NA,NA,"Health and Human Services Agency, Napa",0,Public Health,GOV,Napa,9/12/2014,California Attorney General,PORT,Breaches,Public Health,"Health and Human Services Agency, Napa",Breaches,West,395
California,200000203,29,NA,NA,"California State University, East Bay",0,Researcher,EDU,Hayward,9/5/2014,California Attorney General,HACK,Breaches,Researcher,"California State University, East Bay",Breaches,West,396
California,200000205,17,NA,NA,Apple,0,Payer (Insurer),BSO,Cupertino,9/1/2014,Media,HACK,Breaches,Payer (Insurer),Apple,Breaches,West,397
California,200000207,18,NA,NA,"Cedars-Sinai Medical Center, Los Angeles","33,136","Physician, Hospital",MED,Los Angeles,8/22/2014,Media,PORT,Breaches,"Physician, Hospital","Cedars-Sinai Medical Center, Los Angeles",Breaches,West,398
California,200000208,17,NA,NA,Viator Inc,0,Payer (Insurer),BSO,San Francisco,9/22/2014,California Attorney General,HACK,Breaches,Payer (Insurer),Viator Inc,Breaches,West,399
California,200000209,18,NA,NA,Pacific BioSciences of California Inc.,0,"Physician, Hospital",BSO,Menlo Park,9/25/2014,California Attorney General,PORT,Breaches,"Physician, Hospital",Pacific BioSciences of California Inc.,Breaches,West,400
California,200000210,29,NA,NA,BayBio,0,Researcher,NGO,San Francisco,9/26/2014,California Attorney General,HACK,Breaches,Researcher,BayBio,Breaches,West,401
California,200000214,15,NA,NA,Bank of The West,0,Employer,BSF,San Francisco,7/15/2014,California Attorney General,HACK,Breaches,Employer,Bank of The West,Breaches,West,402
California,200000224,23,NA,NA,Community Technology Alliance,0,Public Health,NGO,San Jose,10/2/2014,California Attorney General,PORT,Breaches,Public Health,Community Technology Alliance,Breaches,West,403
California,200000225,17,NA,NA,Snapsaved.com,"200,000",Payer (Insurer),BSO,,10/13/2014,Media,HACK,Breaches,Payer (Insurer),Snapsaved.com,Breaches,West,404
California,200000228,17,NA,NA,Sausalito Yacht Club,0,Payer (Insurer),BSO,Sausalito,10/10/2014,California Attorney General,HACK,Breaches,Payer (Insurer),Sausalito Yacht Club,Breaches,West,405
California,200000229,29,NA,NA,University of California Davis Medical Center,0,Researcher,MED,Sacramento,10/13/2014,California Attorney General,HACK,Breaches,Researcher,University of California Davis Medical Center,Breaches,West,406
California,200000233,17,NA,NA,American Soccer Inc./SCORE,0,Payer (Insurer),BSR,Wilmington,10/23/2014,California Attorney General,HACK,Breaches,Payer (Insurer),American Soccer Inc./SCORE,Breaches,West,407
California,200000259,46,NA,NA,Reeve-Wood Eye Center,0,Dental and Vision,MED,Chico,11/14/2014,California Attorney General,UNKN,Breaches,Dental and Vision,Reeve-Wood Eye Center,Breaches,West,408
California,200000260,15,NA,NA,State Compensation Insurance Fund,0,Employer,GOV,Pleasanton,11/25/2014,California Attorney General,HACK,Breaches,Employer,State Compensation Insurance Fund,Breaches,West,409
California,200000262,15,NA,NA,American Residuals and Talent Inc.,0,Employer,BSO,Los Angeles,12/1/2014,California Attorney General,HACK,Breaches,Employer,American Residuals and Talent Inc.,Breaches,West,410
California,200000263,17,NA,NA,Shutterfly/Tiny Prints/Treats/Wedding Divas,0,Payer (Insurer),BSO,Redwood City,11/26/2014,California Attorney General,HACK,Breaches,Payer (Insurer),Shutterfly/Tiny Prints/Treats/Wedding Divas,Breaches,West,411
California,200000264,17,NA,NA,Bebe Retail,0,Payer (Insurer),BSR,Brisbane,12/5/2014,Media,HACK,Breaches,Payer (Insurer),Bebe Retail,Breaches,West,412
California,200000270,17,NA,NA,Emcor Services Mesa Energy Systems,0,Payer (Insurer),BSO,El Cajon,12/11/2014,California Attorney General,PORT,Breaches,Payer (Insurer),Emcor Services Mesa Energy Systems,Breaches,West,413
California,200000273,29,NA,NA,University of California Berkeley,0,Researcher,EDU,Berkeley,12/12/2014,California Attorney General,HACK,Breaches,Researcher,University of California Berkeley,Breaches,West,414
California,200000278,17,NA,NA,NVIDIA Corporation,0,Payer (Insurer),BSO,Santa Clara,1/6/2015,California Attorney General,HACK,Breaches,Payer (Insurer),NVIDIA Corporation,Breaches,West,415
California,200000279,17,NA,NA,"Rob Kirby, CPA",0,Payer (Insurer),BSO,Santa Rosa,12/23/2014,California Attorney General,PORT,Breaches,Payer (Insurer),"Rob Kirby, CPA",Breaches,West,416
California,200000280,22,NA,NA,Public Architecture/theonepercent.org,0,Law Firms,BSO,San Francisco,12/23/2014,California Attorney General,HACK,Breaches,Law Firms,Public Architecture/theonepercent.org,Breaches,West,417
California,200000281,15,NA,NA,"Corday Productions, Inc.",0,Employer,BSO,Burbank,12/24/2014,California Attorney General,HACK,Breaches,Employer,"Corday Productions, Inc.",Breaches,West,418
California,200000285,17,NA,NA,Palm Springs Federal Credit Union,0,Payer (Insurer),BSF,Palm Springs,11/3/2014,California Attorney General,PORT,Breaches,Payer (Insurer),Palm Springs Federal Credit Union,Breaches,West,419
California,200000288,18,NA,NA,Physicians Skin and Weight Systems,0,"Physician, Hospital",MED,Roseville,12/26/2014,California Attorney General,PORT,Breaches,"Physician, Hospital",Physicians Skin and Weight Systems,Breaches,West,420
California,200000290,17,NA,NA,Grill Parts.com,0,Payer (Insurer),BSR,Santa Rosa,1/16/2015,California Attorney General,HACK,Breaches,Payer (Insurer),Grill Parts.com,Breaches,West,421
